,Restaurant#,Restaurant Name,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,price
2740,RESTPUNE2741,Roughtaar Riders Cafe," Aundh, Pune",3.4,26,0.0,6,600
2741,RESTPUNE2742,Shiv Shambho Vadapav Corner," Kondhwa, Pune",3.3,26,4.1,217,100
2742,RESTPUNE2743,Hotel Anisha Garden," Pune-Solapur Road, Pune",3.3,26,0.0,0,800
2743,RESTPUNE2744,Cheers Lounge Bar," Hotel Grand Visava, Lonavala , Pune",3.2,26,0.0,0,1000
2744,RESTPUNE2745,Caneyard," Camp Area, Pune",3.2,26,4.3,255,150
2745,RESTPUNE2746,JD'S Chinese Bistro," Sinhgad Road, Pune",3.2,26,3.6,988,400
2746,RESTPUNE2747,Aatithya," Shaniwar Peth, Pune",3.1,26,0.0,3,500
2747,RESTPUNE2748,Shiv Chinese Center," Aundh, Pune",3.1,26,3.6,1198,300
2748,RESTPUNE2749,The Perfect Slice," NIBM Road, Pune",3.1,26,3.4,92,550
2749,RESTPUNE2750,Madhav's," Mundhwa, Pune",3.1,26,3.7,74,350
2750,RESTPUNE2751,Cafe Kurleyz & Chinese House," Karve Nagar, Pune",3.1,26,3.6,544,400
2751,RESTPUNE2752,A1 Express," Akurdi, Pune",3.1,26,3.6,568,400
2752,RESTPUNE2753,Terrasinne ," FC Road, Pune",3.8,25,0.0,1,600
2753,RESTPUNE2754,Talli Master Resto & Lounge Bar," Wakad, Pune",3.8,25,0.0,2,1200
2754,RESTPUNE2755,JB007," NIBM Road, Pune",3.8,25,3.9,59,1200
2755,RESTPUNE2756,Chat Chatore," Wagholi, Pune",3.7,25,3.7,179,250
2756,RESTPUNE2757,Coffee Culture," Fatima Nagar, Pune",3.7,25,0.0,4,800
2757,RESTPUNE2758,Khushi 2," Pimpri, Pune",3.7,25,0.0,4,550
2758,RESTPUNE2759,Hotel Sitara," Kothrud, Pune",3.7,25,3.9,78,550
2759,RESTPUNE2760,Cafe Raajas," Karve Nagar, Pune",3.7,25,0.0,26,300
2760,RESTPUNE2761,Ghone’s Pure Non-Veg," Bibvewadi, Pune",3.7,25,3.8,240,600
2761,RESTPUNE2762,TGC The Gargi’s Cafe," Pimple Gurav, Pune",3.6,25,4.2,270,500
2762,RESTPUNE2763,Cafe Creamy Nuts," Pimple Nilakh, Pune",3.6,25,3.4,101,300
2763,RESTPUNE2764,101 Dosa House," Kothrud, Pune",3.5,25,0.0,14,300
2764,RESTPUNE2765,Cake Bites," Chinchwad, Pune",3.5,25,3.9,18,400
2765,RESTPUNE2766,Cafe Vintage Kitchen," Dange Chowk, Pune",3.5,25,3.9,21,300
2766,RESTPUNE2767,Food Lovers," Yerawada, Pune",3.5,25,0.0,4,200
2767,RESTPUNE2768,Hotel Renuka," Satara Road, Pune",3.4,25,3.9,137,500
2768,RESTPUNE2769,Chai Adda," Kothrud, Pune",3.4,25,4.0,1099,300
2769,RESTPUNE2770,Ajmera Fast Food & Chinese," Kondhwa, Pune",3.4,25,4.0,235,300
2770,RESTPUNE2771,Shami's Kebab," Bavdhan, Pune",3.4,25,3.3,42,400
2771,RESTPUNE2772,China House," Hadapsar, Pune",3.4,25,3.0,50,500
2772,RESTPUNE2773,Kande Pohe Ani Barech Kahi," Hinjawadi, Pune",3.3,25,3.8,556,300
2773,RESTPUNE2774,Vitthal Restaurant," Shivaji Nagar, Pune",3.3,25,3.9,18,450
2774,RESTPUNE2775,Masoli Family Restaurant," Hadapsar, Pune",3.3,25,4.1,693,800
2775,RESTPUNE2776,Alfresco Beyond the Eatery - Four Points by Sheraton," Four Points by Sheraton, Viman Nagar, Pune",3.3,25,0.0,0,1500
2776,RESTPUNE2777,Freshly Italy Pizza," Chakan, Pune",3.3,25,0.0,0,400
2777,RESTPUNE2778,Flavours," Old Mumbai-Pune Highway, Pune",3.3,25,0.0,0,750
2778,RESTPUNE2779,Hotel Al Quresh," Khadki, Pune",3.3,25,3.9,45,300
2779,RESTPUNE2780,Royal Restaurant," Nigdi, Pune",3.3,25,3.5,706,400
2780,RESTPUNE2781,Heaven House Restro," Vishrantwadi, Pune",3.2,25,3.3,22,500
2781,RESTPUNE2782,Tandoori Tadka," Akurdi, Pune",3.2,25,0.0,18,550
2782,RESTPUNE2783,Food Junction Express," Wanowrie, Pune",3.2,25,3.8,388,300
2783,RESTPUNE2784,Sapna Bar and Restaurant," Senapati Bapat Road, Pune",3.1,25,0.0,0,600
2784,RESTPUNE2785,Shree Ashapuri Dining Hall," Baner, Pune",3.1,25,3.6,903,400
2785,RESTPUNE2786,Cafe Good Luck," Pune-Solapur Road, Pune",3.1,25,0.0,0,550
2786,RESTPUNE2787,Maharashtrian Darbar," Vishrantwadi, Pune",3.1,25,3.9,51,450
2787,RESTPUNE2788,Sponge N Creams," Hinjawadi, Pune",3.9,24,3.8,221,300
2788,RESTPUNE2789,Spice Mafia," Kharadi, Pune",3.8,24,3.8,130,500
2789,RESTPUNE2790,Salt And Chilli," Karve Nagar, Pune",3.8,24,3.9,112,400
2790,RESTPUNE2791,Damodar P30," Baner, Pune",3.8,24,3.4,39,150
2791,RESTPUNE2792,Tastation Cafe," Khadki, Pune",3.8,24,3.1,18,400
2792,RESTPUNE2793,Sawant Malvan Katta," Dhanori, Pune",3.7,24,0.0,0,650
2793,RESTPUNE2794,Slounge - Lemon Tree Premier," Lemon Tree Hotel, Pune",3.7,24,0.0,0,1200
2794,RESTPUNE2795,Ganesh Bhel," Kothrud, Pune",3.7,24,4.1,1446,200
2795,RESTPUNE2796,The Crispy Crust," Undri, Pune",3.7,24,0.0,0,500
2796,RESTPUNE2797,RK Kebabs And Curries," Hadapsar, Pune",3.7,24,3.6,85,400
2797,RESTPUNE2798,Biryummy," Undri, Pune",3.7,24,3.7,108,450
2798,RESTPUNE2799,China Province," Wadgaon Sheri, Pune",3.7,24,0.0,1,300
2799,RESTPUNE2800,Ambika," Satara Road, Pune",3.6,24,0.0,0,500
2800,RESTPUNE2801,Umiya Kutchi Dabeli," Kothrud, Pune",3.6,24,4.3,658,300
2801,RESTPUNE2802,Sangeeta Dabeli," Pimple Gurav, Pune",3.6,24,4.2,473,150
2802,RESTPUNE2803,SD Cafe," Pashan, Pune",3.6,24,4.3,137,200
2803,RESTPUNE2804,Kondhalkar Mastani House," Sadashiv Peth, Pune",3.6,24,4.3,174,300
2804,RESTPUNE2805,Anand Bhuvan," Khadki, Pune",3.6,24,0.0,9,100
2805,RESTPUNE2806,Food Court," Pimple Nilakh, Pune",3.6,24,3.8,56,300
2806,RESTPUNE2807,Shivlingam," Sus, Pune",3.5,24,0.0,0,1500
2807,RESTPUNE2808,Wakad Corner Family Restaurant," Pimple Saudagar, Pune",3.5,24,3.2,37,450
2808,RESTPUNE2809,Royal Purandar," Hadapsar, Pune",3.5,24,3.8,66,400
2809,RESTPUNE2810,Abhishek’s Kitchen," Narhe, Pune",3.5,24,3.9,26,300
2810,RESTPUNE2811,Wah Ji Wah," Kondhwa, Pune",3.5,24,3.3,28,500
2811,RESTPUNE2812,Limra Restaurant," Wadgaon Sheri, Pune",3.5,24,0.0,2,500
2812,RESTPUNE2813,Aunty's Paratha House," Bhosari, Pune",3.5,24,3.4,127,200
2813,RESTPUNE2814,The Healthtails," Wagholi, Pune",3.4,24,0.0,8,300
2814,RESTPUNE2815,Karachi Dum Biryani," Pimpri, Pune",3.4,24,3.9,49,900
2815,RESTPUNE2816,Tahari House," NIBM Road, Pune",3.4,24,4.1,1517,350
2816,RESTPUNE2817,Swaadey Aalladey," Hinjawadi, Pune",3.4,24,3.8,451,450
2817,RESTPUNE2818,Ambika Restaurant," Akurdi, Pune",3.4,24,3.9,1149,300
2818,RESTPUNE2819,Khandeshi That," Kothrud, Pune",3.4,24,4.4,204,250
2819,RESTPUNE2820,Samindra," Parvati, Pune",3.4,24,0.0,12,450
2820,RESTPUNE2821,Deelasa Chinese Fast Food," Sinhgad Road, Pune",3.4,24,3.2,109,500
2821,RESTPUNE2822,Good Morning Sandwich," Pashan, Pune",3.4,24,4.0,159,150
2822,RESTPUNE2823,Patels Chhappan Bhog," Wakad, Pune",3.3,24,3.6,345,400
2823,RESTPUNE2824,South Samrat Pure Veg," Wanowrie, Pune",3.3,24,4.1,1041,700
2824,RESTPUNE2825,Mankar Bandhu Dosa," Sinhgad Road, Pune",3.3,24,3.9,956,300
2825,RESTPUNE2826,Fire N Ice," Camp Area, Pune",3.3,24,3.9,81,800
2826,RESTPUNE2827,Hotel Gavran Tadka," Hadapsar, Pune",3.3,24,3.5,138,500
2827,RESTPUNE2828,Trupti Veg Restaurant," Kondhwa, Pune",3.3,24,0.0,0,300
2828,RESTPUNE2829,Bharkadevi Ice Cream," Akurdi, Pune",3.3,24,4.4,177,200
2829,RESTPUNE2830,M Pizza," Kothrud, Pune",3.3,24,3.6,114,550
2830,RESTPUNE2831,Hotel Ganraj," Sinhgad Road, Pune",3.2,24,0.0,0,700
2831,RESTPUNE2832,The Cheers Lounge," Akurdi, Pune",3.2,24,0.0,3,1400
2832,RESTPUNE2833,Brew Bakes," Balewadi, Pune",3.2,24,3.5,45,500
2833,RESTPUNE2834,Hotel Hare Krushna," Bibvewadi, Pune",3.1,24,3.6,4252,400
2834,RESTPUNE2835,Chaiwale.Com," Ravet, Pune",3.1,24,3.7,488,400
2835,RESTPUNE2836,Shivanand," Kharadi, Pune",3.1,24,0.0,0,600
2836,RESTPUNE2837,Fernz Cake And Cookies," Model Colony, Pune",3.8,23,0.0,0,300
2837,RESTPUNE2838,Loyal's The Cake Shop," NIBM Road, Pune",3.8,23,0.0,1,150
2838,RESTPUNE2839,The Momo House," Kothrud, Pune",3.7,23,4.1,107,250
2839,RESTPUNE2840,Smokies Brew House," Yerawada, Pune",3.7,23,0.0,0,1600
2840,RESTPUNE2841,Rassaaz," Ravet, Pune",3.7,23,3.7,76,700
2841,RESTPUNE2842,Hotel Virinda," Hinjawadi, Pune",3.7,23,0.0,2,500
2842,RESTPUNE2843,K&T Family restaurant," Warje, Pune",3.7,23,0.0,11,200
2843,RESTPUNE2844,Raja Ices," Sadashiv Peth, Pune",3.6,23,0.0,1,200
2844,RESTPUNE2845,Food 365," Vishrantwadi, Pune",3.6,23,4.1,424,350
2845,RESTPUNE2846,Sai Rachana Veg & Non-Veg," Shivaji Nagar, Pune",3.6,23,0.0,14,400
2846,RESTPUNE2847,Lockdown Cafe & Bistro," Bavdhan, Pune",3.5,23,3.9,59,800
2847,RESTPUNE2848,Thirsty Cafe," Karve Nagar, Pune",3.5,23,3.2,235,300
2848,RESTPUNE2849,Irani Chaikhana," Viman Nagar, Pune",3.5,23,3.9,244,250
2849,RESTPUNE2850,The Steam Room," Bund Garden Road, Pune",3.5,23,0.0,7,600
2850,RESTPUNE2851,Awesome Burger Kitchen," Karve Nagar, Pune",3.5,23,3.8,633,250
2851,RESTPUNE2852,Salwabites," Undri, Pune",3.5,23,3.8,157,500
2852,RESTPUNE2853,The Royal Dakkhan Biryani House," Karve Nagar, Pune",3.5,23,0.0,4,500
2853,RESTPUNE2854,Bedi's Naan & Paratha House," Baner, Pune",3.4,23,4.1,222,400
2854,RESTPUNE2855,Shreeman," Kothrud, Pune",3.4,23,4.2,180,1300
2855,RESTPUNE2856,Jayashree Pav Bhaji & Juice Bar," Sadashiv Peth, Pune",3.4,23,3.8,556,400
2856,RESTPUNE2857,Rainbow Veg Treat," Lohegaon, Pune",3.4,23,0.0,0,600
2857,RESTPUNE2858,Vakratunda Bhojnalay," Akurdi, Pune",3.4,23,4.0,763,300
2858,RESTPUNE2859,Jack N Lerry," Kothrud, Pune",3.4,23,3.0,19,200
2859,RESTPUNE2860,Savali Hotel," Wagholi, Pune",3.3,23,3.8,904,600
2860,RESTPUNE2861,Talli Tooons," Viman Nagar, Pune",3.3,23,0.0,0,1100
2861,RESTPUNE2862,Buninda," Mulshi Road, Pune",3.3,23,0.0,0,1200
2862,RESTPUNE2863,Wimpy's Bistro," Magarpatta, Pune",3.3,23,3.5,237,600
2863,RESTPUNE2864,Padma Foods," Law College Road, Pune",3.3,23,0.0,6,300
2864,RESTPUNE2865,Hotel Kunal," Dehu Road, Pune",3.2,23,0.0,0,1000
2865,RESTPUNE2866,Royal Symphony," Deccan Gymkhana, Pune",3.1,23,0.0,0,1200
2866,RESTPUNE2867,Mitali Garden Restaurant," Pimple Nilakh, Pune",3.1,23,3.5,89,650
2867,RESTPUNE2868,Rudra Family Restaurant And Bar," Hadapsar, Pune",3.1,23,4.0,253,650
2868,RESTPUNE2869,Hotel Abhishek," Dhankawadi, Pune",3.1,23,4.0,721,600
2869,RESTPUNE2870,Ashwamedh," Shaniwar Peth, Pune",3.1,23,4.2,225,350
2870,RESTPUNE2871,Khandeshi Spice," Karve Nagar, Pune",3.1,23,3.9,580,400
2871,RESTPUNE2872,Cafe Love Bite," Lohegaon, Pune",3.8,22,4.4,153,400
2872,RESTPUNE2873,Cafe HD," Pimple Nilakh, Pune",3.7,22,3.9,21,500
2873,RESTPUNE2874,Hunger Lobby," Salunkhe Vihar Road, Pune",3.7,22,3.9,55,350
2874,RESTPUNE2875,Kap's Corner," Aundh, Pune",3.7,22,0.0,0,150
2875,RESTPUNE2876,Meltish - The Cheese Cafe," Aundh, Pune",3.6,22,3.9,55,1000
2876,RESTPUNE2877,Hotel Anna Madrase," Hadapsar, Pune",3.6,22,3.9,33,200
2877,RESTPUNE2878,Brego's Cafe | Eatery," Kharadi, Pune",3.6,22,3.7,111,500
2878,RESTPUNE2879,Vaishnavi Restaurant & Bar," Old Mumbai-Pune Highway, Pune",3.6,22,3.9,65,800
2879,RESTPUNE2880,Vikram Resto-Bar," Camp Area, Pune",3.6,22,0.0,4,700
2880,RESTPUNE2881,Tulsi Malai Kulfi," Baner, Pune",3.6,22,0.0,0,150
2881,RESTPUNE2882,7 Fortunes Cafe," Viman Nagar, Pune",3.6,22,0.0,3,350
2882,RESTPUNE2883,Mauli Tea & Snacks," Wakad, Pune",3.6,22,3.3,293,100
2883,RESTPUNE2884,Nosh," Bibvewadi, Pune",3.6,22,0.0,1,550
2884,RESTPUNE2885,Someshwar Bhel," Wagholi, Pune",3.6,22,0.0,0,150
2885,RESTPUNE2886,Elaaf," Dhanori, Pune",3.6,22,3.9,81,500
2886,RESTPUNE2887,W6 Bar & Eatery," Pubtown, Creaticity Mall, Yerawada, Pune",3.5,22,0.0,0,1800
2887,RESTPUNE2888,Amma Pakoda," Parvati, Pune",3.5,22,4.1,167,300
2888,RESTPUNE2889,Indra Pure Veg," Hadapsar, Pune",3.5,22,3.6,196,500
2889,RESTPUNE2890,Crispy Cafe," Pimple Saudagar, Pune",3.5,22,0.0,13,400
2890,RESTPUNE2891,Burger Box," Magarpatta, Pune",3.5,22,3.5,123,250
2891,RESTPUNE2892,Hotel Sadguru," Akurdi, Pune",3.4,22,0.0,13,200
2892,RESTPUNE2893,Crimsons - The Lounge Bar," The Emerald Resorts, Old Mumbai-Pune Highway, Pune",3.4,22,0.0,0,1200
2893,RESTPUNE2894,Red Light Restaurant," Mundhwa, Pune",3.4,22,0.0,0,600
2894,RESTPUNE2895,Belge Cakes & More," Baner, Pune",3.4,22,3.9,17,300
2895,RESTPUNE2896,Sugran Swayampakghar," Bibvewadi, Pune",3.4,22,3.9,132,200
2896,RESTPUNE2897,Torso Curl - The Gym Cafe," NIBM Road, Pune",3.4,22,3.5,102,450
2897,RESTPUNE2898,Kolhapuri Anand Thali," Hadapsar, Pune",3.4,22,3.5,176,600
2898,RESTPUNE2899,Punjabi Swag," Wakad, Pune",3.4,22,3.3,729,350
2899,RESTPUNE2900,Cafe Good Day," Wanowrie, Pune",3.4,22,3.9,83,200
2900,RESTPUNE2901,Dop -A- Meal," Kalyani Nagar, Pune",3.4,22,3.9,24,400
2901,RESTPUNE2902,The Burger 360," Wakad, Pune",3.4,22,3.6,202,300
2902,RESTPUNE2903,Noice Chinese Restaurant," Hinjawadi, Pune",3.3,22,3.5,33,300
2903,RESTPUNE2904,Hotel Chaitrali," Sadashiv Peth, Pune",3.3,22,0.0,0,850
2904,RESTPUNE2905,Hotel Annapurna," Balewadi, Pune",3.3,22,3.8,376,650
2905,RESTPUNE2906,S Kumar Wadewale & Premacha Chaha," Bibvewadi, Pune",3.3,22,3.6,0,100
2906,RESTPUNE2907,Roof Top Bar - Sheraton Grand," Bund Garden Road, Pune",3.2,22,0.0,0,2900
2907,RESTPUNE2908,Ajantha," Sadashiv Peth, Pune",3.2,22,4.4,125,200
2908,RESTPUNE2909,Sankalp Resto & Bar," Shukrawar Peth, Pune",3.1,22,0.0,12,1100
2909,RESTPUNE2910,Nandanvan," Wanowrie, Pune",3.1,22,0.0,3,450
2910,RESTPUNE2911,Fountain Hot Chinese Fast Food," Pimpri, Pune",3.1,22,3.7,245,250
2911,RESTPUNE2912,Huma Cafe And Chinese," Hadapsar, Pune",3.1,22,3.3,193,200
2912,RESTPUNE2913,Chicken Xperience Venky's," Wakad, Pune",3.1,22,4.0,201,300
2913,RESTPUNE2914,Maska Pav," Akurdi, Pune",3.9,21,3.5,193,200
2914,RESTPUNE2915,Savlahari Pot Ice Cream & Mastani," Kharadi, Pune",3.8,21,0.0,12,300
2915,RESTPUNE2916,Bring It On Cafe," Wanowrie, Pune",3.8,21,3.9,306,400
2916,RESTPUNE2917,Watervibe Restaurant," Baner, Pune",3.7,21,0.0,1,1200
2917,RESTPUNE2918,Karwar Katta," Pimpri, Pune",3.7,21,3.9,42,600
2918,RESTPUNE2919,Seven Treats Family Restaurant & Bar," Magarpatta, Pune",3.7,21,0.0,1,1800
2919,RESTPUNE2920,We Desi," Koregaon Park, Pune",3.7,21,0.0,4,450
2920,RESTPUNE2921,Nagpur Bole Toh Saoji," Pimple Nilakh, Pune",3.7,21,0.0,6,300
2921,RESTPUNE2922,The Verandah," Erandwane, Pune",3.6,21,3.9,44,550
2922,RESTPUNE2923,Taco Alfresco," Balewadi, Pune",3.6,21,4.2,810,650
2923,RESTPUNE2924,Green Woods The Vegetarian Kitchen," Bhosari, Pune",3.6,21,3.6,322,600
2924,RESTPUNE2925,Rayalaseema Reddy's Restaurant," Kharadi, Pune",3.6,21,3.8,171,500
2925,RESTPUNE2926,Kanji," Mahalunge, Pune",3.6,21,0.0,0,800
2926,RESTPUNE2927,Krushnangan Pure Veg," Pimple Nilakh, Pune",3.6,21,3.9,30,700
2927,RESTPUNE2928,Diwine Memories," Wakad, Pune",3.6,21,3.7,28,850
2928,RESTPUNE2929,Punjabi Chillies," Balewadi, Pune",3.6,21,0.0,0,800
2929,RESTPUNE2930,Roll Makers," Bavdhan, Pune",3.6,21,4.3,171,200
2930,RESTPUNE2931,Hotel Torna," Lohegaon, Pune",3.6,21,0.0,3,500
2931,RESTPUNE2932,Rajmandir Ice Cream," Wakad, Pune",3.6,21,3.9,319,150
2932,RESTPUNE2933,Hotel Saaj," Narhe, Pune",3.6,21,3.8,124,700
2933,RESTPUNE2934,Mitran Da Junction," Kothrud, Pune",3.5,21,4.1,1112,500
2934,RESTPUNE2935,R's Cafe," Wakad, Pune",3.5,21,0.0,8,500
2935,RESTPUNE2936,Bawarchii Biryani Factory," Narhe, Pune",3.5,21,3.6,232,350
2936,RESTPUNE2937,Hungry Birds," Aundh, Pune",3.5,21,3.8,16,300
2937,RESTPUNE2938,Hotel Gagangiri," Karve Nagar, Pune",3.4,21,0.0,0,400
2938,RESTPUNE2939,Bake House Bistro," Karve Nagar, Pune",3.4,21,3.9,14,600
2939,RESTPUNE2940,Hotel New Swagat," Khadki, Pune",3.4,21,3.7,134,500
2940,RESTPUNE2941,Greenwood Resort," Khadakwasla, Pune",3.4,21,0.0,0,600
2941,RESTPUNE2942,Sanjeevan Veg Restaurant," Rasta Peth, Pune",3.4,21,3.9,17,600
2942,RESTPUNE2943,Hotel Chilaapi," Sinhgad Road, Pune",3.4,21,0.0,8,500
2943,RESTPUNE2944,Indo Western Food Station," Nigdi, Pune",3.4,21,3.9,23,300
2944,RESTPUNE2945,Kings Shawarma," Kharadi, Pune",3.4,21,3.9,47,300
2945,RESTPUNE2946,Hyderabad Vibes," Dhole Patil Road, Pune",3.3,21,3.8,316,500
2946,RESTPUNE2947,Hyderabad House," Pimpri, Pune",3.3,21,3.9,34,450
2947,RESTPUNE2948,Om Sai Hotel," Wagholi, Pune",3.3,21,3.8,364,250
2948,RESTPUNE2949,Old Mumbai Ice Cream," Kondhwa, Pune",3.3,21,4.2,316,200
2949,RESTPUNE2950,Coffee Club," Ravet, Pune",3.3,21,3.9,202,300
2950,RESTPUNE2951,Hotel Balaji Veg Non Veg," Pimpri, Pune",3.3,21,3.9,767,500
2951,RESTPUNE2952,Chakhna Xpress," Pimple Nilakh, Pune",3.3,21,3.5,134,400
2952,RESTPUNE2953,Cafe High Score FC," Kothrud, Pune",3.3,21,0.0,0,350
2953,RESTPUNE2954,Tamboli Biryani House," Dhankawadi, Pune",3.3,21,3.5,146,400
2954,RESTPUNE2955,Rahul Garden Restaurant," Bhosari, Pune",3.2,21,0.0,1,600
2955,RESTPUNE2956,Bobby Da Dhaba," Dehu Road, Pune",3.2,21,0.0,0,400
2956,RESTPUNE2957,Santosh Fish House Veg & Non Veg," Wadgaon Sheri, Pune",3.2,21,0.0,20,450
2957,RESTPUNE2958,Hotel Marymatha," Bund Garden Road, Pune",3.2,21,3.4,24,350
2958,RESTPUNE2959,Peacock The Un-Restaurant," Lonavala, Pune",3.1,21,0.0,0,700
2959,RESTPUNE2960,Kolkata Calling," Lavale, Pune",3.1,21,3.4,275,500
2960,RESTPUNE2961,Cafe Coffee ABK," Kharadi, Pune",3.1,21,3.2,119,500
2961,RESTPUNE2962,The Gravy Nation," Sinhgad Road, Pune",3.1,21,0.0,4,450
2962,RESTPUNE2963,Unico Foods," Pimple Nilakh, Pune",3.9,20,3.9,55,500
2963,RESTPUNE2964,Rastaman Soul Food," Baner, Pune",3.8,20,4.2,1493,500
2964,RESTPUNE2965,Agatya Family Restaurant & Bar," Lohegaon, Pune",3.8,20,3.8,795,2500
2965,RESTPUNE2966,Springold - The Luxury Cafe," Viman Nagar, Pune",3.7,20,0.0,4,500
2966,RESTPUNE2967,The Wood House," Viman Nagar, Pune",3.7,20,0.0,9,750
2967,RESTPUNE2968,The Food Gym," Balewadi, Pune",3.7,20,3.9,49,450
2968,RESTPUNE2969,Aika's Cuptea Cafe," NIBM Road, Pune",3.7,20,0.0,0,200
2969,RESTPUNE2970,Dilli Chaat House," Baner, Pune",3.6,20,3.6,630,100
2970,RESTPUNE2971,Meridian Ice Cream Parlour ," Koregaon Park, Pune",3.6,20,4.3,185,200
2971,RESTPUNE2972,Deli - Vivanta Pune," Vivanta Pune, Hinjewadi, Pune",3.6,20,3.6,63,1500
2972,RESTPUNE2973,Nevrekar Health Home," Budhwar Peth, Pune",3.6,20,0.0,4,400
2973,RESTPUNE2974,Chef Kitchen," Hadapsar, Pune",3.6,20,3.9,28,600
2974,RESTPUNE2975,Bring It On Bistro," Kondhwa, Pune",3.6,20,4.1,930,300
2975,RESTPUNE2976,Akshay Restaurant," Bhosari, Pune",3.6,20,0.0,3,550
2976,RESTPUNE2977,Bread Bash," Parvati, Pune",3.5,20,4.4,172,400
2977,RESTPUNE2978,Appachi Mutton Khanawal," Pimple Saudagar, Pune",3.5,20,3.6,89,500
2978,RESTPUNE2979,Hotel Khasiyat," Chinchwad, Pune",3.5,20,3.9,51,700
2979,RESTPUNE2980,Poona Restaurant," Shukrawar Peth, Pune",3.5,20,3.9,223,500
2980,RESTPUNE2981,Aarya Biryani House," Erandwane, Pune",3.5,20,4.1,491,400
2981,RESTPUNE2982,R K Snacks And Food," Dhankawadi, Pune",3.5,20,0.0,6,350
2982,RESTPUNE2983,Krushna Pure Veg," Wanowrie, Pune",3.4,20,4.2,1586,800
2983,RESTPUNE2984,Green Healthy Bites," Dhayari, Pune",3.4,20,3.9,41,250
2984,RESTPUNE2985,Kolhapuri Pahuner," Bhosari, Pune",3.4,20,3.8,41,500
2985,RESTPUNE2986,Hide Out Lounge & Cafe," Dhanori, Pune",3.4,20,0.0,6,1200
2986,RESTPUNE2987,Kulfi Story," Bibvewadi, Pune",3.4,20,4.3,418,200
2987,RESTPUNE2988,Making Memories Cafe," Ravet, Pune",3.4,20,4.1,151,200
2988,RESTPUNE2989,Solapur Katta," Hadapsar, Pune",3.4,20,3.9,33,300
2989,RESTPUNE2990,Tuljabhavani Chinese Corner," Wadgaon Sheri, Pune",3.4,20,3.7,894,250
2990,RESTPUNE2991,Hotel Ballaleshwar," Chandan Nagar, Pune",3.4,20,3.8,43,150
2991,RESTPUNE2992,China Bhavan," Yerawada, Pune",3.4,20,3.7,101,700
2992,RESTPUNE2993,Hotel Trupti's Food Place," Pimple Saudagar, Pune",3.4,20,0.0,41,500
2993,RESTPUNE2994,Shivtirth Vadapav," Kothrud, Pune",3.3,20,3.7,231,200
2994,RESTPUNE2995,Cafe +," Hinjawadi, Pune",3.3,20,4.0,146,400
2995,RESTPUNE2996,Prasann Snacks," Kothrud, Pune",3.3,20,0.0,0,150
2996,RESTPUNE2997,Hotel Hariom," Sinhgad Road, Pune",3.1,20,3.9,569,400
2997,RESTPUNE2998,Bhukkad Ka Nukkad," Parvati, Pune",3.1,20,4.1,340,400
2998,RESTPUNE2999,Chanakya," Chinchwad, Pune",3.1,20,4.1,303,750
2999,RESTPUNE3000,Gaurav Biryani House," Shukrawar Peth, Pune",3.1,20,3.9,85,650
3000,RESTPUNE3001,Jyoti Bhel," Hadapsar, Pune",3.1,20,3.9,561,400
3001,RESTPUNE3002,Kisa Veg Corner," Hadapsar, Pune",3.1,20,3.8,945,200
3002,RESTPUNE3003,Varuna Swad Desi," Wakad, Pune",3.1,20,3.3,78,650
3003,RESTPUNE3004,Somu's Chai Cafe," Kharadi, Pune",3.1,20,3.4,24,250
3004,RESTPUNE3005,The Tasty Kadhai," Khadki, Pune",3.1,20,0.0,7,500
3005,RESTPUNE3006,China Hut Chinese Restaurant," Bibvewadi, Pune",3.1,20,3.8,74,250
3006,RESTPUNE3007,Garva Biryani," Sinhgad Road, Pune",3.0,20,4.1,1067,300
3007,RESTPUNE3008,Begum Falooda," Erandwane, Pune",3.0,20,3.9,226,250
3008,RESTPUNE3009,Hotel Shree Yash," Bhosari, Pune",3.0,20,4.1,491,1000
3009,RESTPUNE3010,Squashed- Cold Press Juices," Koregaon Park, Pune",3.9,19,4.1,142,300
3010,RESTPUNE3011,Maharaja.11," Hinjawadi, Pune",3.7,19,3.9,1305,350
3011,RESTPUNE3012,Crush Cafe & Snacks," Dhanori, Pune",3.7,19,3.2,140,350
3012,RESTPUNE3013,The Biryani Bliss," Yerawada, Pune",3.7,19,3.8,306,350
3013,RESTPUNE3014,Hotel Banjara Spice," Aundh, Pune",3.6,19,3.5,92,750
3014,RESTPUNE3015,Tiwary Ji," Wakad, Pune",3.6,19,3.9,40,200
3015,RESTPUNE3016,Hotel Gangasagar," Balewadi, Pune",3.6,19,0.0,21,450
3016,RESTPUNE3017,Sonai Garden Hotel," Hadapsar, Pune",3.6,19,0.0,0,750
3017,RESTPUNE3018,Bhavvesh Pure Veg," Sinhgad Road, Pune",3.6,19,3.8,874,600
3018,RESTPUNE3019,Panchavati Gaurav," Lonavala, Pune",3.6,19,0.0,0,700
3019,RESTPUNE3020,DJ's Nonveg," Wakad, Pune",3.6,19,3.9,29,400
3020,RESTPUNE3021,Hotel Kautik," Pimple Saudagar, Pune",3.6,19,3.8,111,800
3021,RESTPUNE3022,Richwood Multti Cuisine Restaurant," Pimple Nilakh, Pune",3.6,19,0.0,12,700
3022,RESTPUNE3023,Shivar Hotel," Karve Nagar, Pune",3.6,19,3.9,19,550
